GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Fedora Repository Authorization Basic Role,org.fcrepo.auth.roles.basic,BasicRolesAuthorizationDelegate,6,81,2,16,2,23,2,10,0,3
